数据集路径: E:/rf_datasets/
===== 随机搜索结果 =====
[组合 1] {'model_dim': 32, 'num_heads': 4, 'num_layers': 2, 'dropout': 0.3, 'batch_size': 256, 'learning_rate': 0.0005, 'weight_decay': 0.0005, 'num_epochs': 200, 'patience': 5} | Train: 19.62% | Val: 19.57% | Test: 19.17%
[组合 37] {'model_dim': 32, 'num_heads': 4, 'num_layers': 2, 'dropout': 0.5, 'batch_size': 64, 'learning_rate': 0.0001, 'weight_decay': 0.0001, 'num_epochs': 200, 'patience': 5} | Train: 17.70% | Val: 17.67% | Test: 17.44%
[组合 38] {'model_dim': 64, 'num_heads': 8, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 128, 'learning_rate': 0.0001, 'weight_decay': 0.0001, 'num_epochs': 200, 'patience': 5} | Train: 25.78% | Val: 25.35% | Test: 25.12%
[组合 39] {'model_dim': 256, 'num_heads': 8, 'num_layers': 1, 'dropout': 0.3, 'batch_size': 256, 'learning_rate': 0.0005, 'weight_decay': 0.0001, 'num_epochs': 200, 'patience': 5} | Train: 15.07% | Val: 14.97% | Test: 14.83%
[组合 40] {'model_dim': 64, 'num_heads': 8, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 64, 'learning_rate': 0.0005, 'weight_decay': 0.0005, 'num_epochs': 200, 'patience': 5} | Train: 24.59% | Val: 24.05% | Test: 24.00%
[组合 41] {'model_dim': 32, 'num_heads': 4, 'num_layers': 1, 'dropout': 0.3, 'batch_size': 128, 'learning_rate': 0.001, 'weight_decay': 0.0001, 'num_epochs': 200, 'patience': 5} | Train: 15.74% | Val: 15.59% | Test: 15.41%
[组合 42] {'model_dim': 64, 'num_heads': 4, 'num_layers': 1, 'dropout': 0.5, 'batch_size': 64, 'learning_rate': 0.0001, 'weight_decay': 0.0005, 'num_epochs': 200, 'patience': 5} | Train: 12.24% | Val: 12.51% | Test: 12.45%
[组合 43] {'model_dim': 64, 'num_heads': 8, 'num_layers': 1, 'dropout': 0.5, 'batch_size': 64, 'learning_rate': 0.0005, 'weight_decay': 0.0005, 'num_epochs': 200, 'patience': 5} | Train: 12.67% | Val: 12.74% | Test: 12.59%
[组合 44] {'model_dim': 256, 'num_heads': 8, 'num_layers': 1, 'dropout': 0.5, 'batch_size': 64, 'learning_rate': 0.0005, 'weight_decay': 0.0005, 'num_epochs': 200, 'patience': 5} | Train: 12.95% | Val: 12.96% | Test: 12.68%
[组合 45] {'model_dim': 128, 'num_heads': 4, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 128, 'learning_rate': 0.0005, 'weight_decay': 0.0005, 'num_epochs': 200, 'patience': 5} | Train: 23.99% | Val: 23.91% | Test: 23.48%
[组合 46] {'model_dim': 32, 'num_heads': 8, 'num_layers': 1, 'dropout': 0.3, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.0005, 'num_epochs': 200, 'patience': 5} | Train: 12.57% | Val: 12.78% | Test: 12.49%
[组合 47] {'model_dim': 32, 'num_heads': 4, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.0001, 'num_epochs': 200, 'patience': 5} | Train: 24.76% | Val: 24.61% | Test: 23.97%
[组合 48] {'model_dim': 128, 'num_heads': 2, 'num_layers': 2, 'dropout': 0.5, 'batch_size': 128, 'learning_rate': 0.0005, 'weight_decay': 0.0001, 'num_epochs': 200, 'patience': 5} | Train: 19.28% | Val: 19.09% | Test: 19.07%
[组合 49] {'model_dim': 128, 'num_heads': 2, 'num_layers': 1, 'dropout': 0.3, 'batch_size': 256, 'learning_rate': 0.001, 'weight_decay': 0.0005, 'num_epochs': 200, 'patience': 5} | Train: 12.47% | Val: 12.74% | Test: 12.55%
[组合 50] {'model_dim': 128, 'num_heads': 2, 'num_layers': 2, 'dropout': 0.5, 'batch_size': 128, 'learning_rate': 0.0005, 'weight_decay': 0.0001, 'num_epochs': 200, 'patience': 5} | Train: 18.53% | Val: 18.31% | Test: 18.23%

===== 最佳结果 =====
最佳参数: {'model_dim': 64, 'num_heads': 8, 'num_layers': 2, 'dropout': 0.1, 'batch_size': 64, 'learning_rate': 0.0005, 'weight_decay': 0.0001, 'num_epochs': 200, 'patience': 5}
验证集准确率: 26.31%
测试集准确率: 26.08%
最佳模型路径: search_results\2025-08-20_19-52-56_LTE-V_time_random_SNR10_fd960.00\best_model.pth
